Account length,Number vmail messages,Total day minutes,Total day calls,Total day charge,Total eve minutes,Total eve calls,Total eve charge,Total night minutes,Total night calls,Churn
119,0,222.8,122,37.88,163.2,107,13.87,160.6,112,FALSE
73,0,183.4,80,31.18,242,115,20.57,201.4,100,FALSE
92,0,264.3,91,44.93,160.9,115,13.68,198.6,73,FALSE
21,0,146,78,24.82,109.7,79,9.32,247.4,108,FALSE
122,0,157.1,134,26.71,184.9,122,15.72,197.2,59,TRUE
133,0,127.3,108,21.64,251.3,81,21.36,135,88,FALSE
145,0,187.9,110,31.94,197,117,16.75,167,108,FALSE
25,0,178.8,90,30.4,141.2,72,12,203,99,FALSE
64,0,97.2,80,16.52,186.2,90,15.83,189,92,FALSE
85,0,259.8,85,44.17,242.3,117,20.6,168.8,72,FALSE
126,0,256.5,112,43.61,199.5,90,16.96,188.3,122,FALSE
76,0,169.5,77,28.82,124,87,10.54,219.4,92,FALSE
113,0,239.7,47,40.75,282.9,110,24.05,238.4,88,TRUE
224,0,171.5,99,29.16,160,103,13.6,212.4,102,TRUE
117,0,239.9,84,40.78,174.8,106,14.86,209.5,93,FALSE
128,34,142.3,73,24.19,194.8,79,16.56,239.3,81,FALSE
115,0,184.1,98,31.3,327,73,27.8,212.5,106,FALSE
141,28,206.9,126,35.17,264.4,126,22.47,171.8,124,FALSE
51,0,259.9,114,44.18,176.2,94,14.98,77.2,112,FALSE
100,0,203.8,122,34.65,283.1,76,24.06,197.3,83,FALSE
96,45,248.8,124,42.3,140.3,77,11.93,263.6,102,FALSE
112,16,221.6,110,37.67,130.2,123,11.07,200,108,FALSE
129,0,192.9,131,32.79,185.5,101,15.77,205.2,130,FALSE
163,0,122.4,129,20.81,113.4,108,9.64,180.2,97,FALSE
67,40,104.9,65,17.83,216.3,93,18.39,217.4,128,FALSE
140,0,173.2,91,29.44,196.8,106,16.73,209.3,128,FALSE
49,0,119.4,69,20.3,273.3,92,23.23,214.4,153,FALSE
46,0,250.3,100,42.55,260.6,90,22.15,195,104,TRUE
148,0,178.3,98,30.31,282.6,110,24.02,181,98,FALSE
112,0,243.4,77,41.38,182.1,97,15.48,259.2,94,FALSE
78,0,155,106,26.35,175.3,101,14.9,155.6,125,FALSE
61,31,288.7,101,49.08,203.8,102,17.32,203.2,49,FALSE
58,29,240.4,80,40.87,118.9,91,10.11,164.2,108,FALSE
155,0,190.3,123,32.35,301.3,96,25.61,214.6,134,FALSE
100,0,278,76,47.26,176.7,74,15.02,219.5,126,TRUE
113,0,155,93,26.35,330.6,106,28.1,189.4,123,FALSE
81,0,153.5,99,26.1,197.6,102,16.8,198.5,86,FALSE
135,27,273.4,141,46.48,154,99,13.09,245.8,112,FALSE
99,0,155.3,93,26.4,265.7,95,22.58,145.7,67,FALSE
59,29,133.1,114,22.63,221.2,82,18.8,131.6,103,FALSE
135,0,246.8,129,41.96,187.8,121,15.96,154.5,109,FALSE
85,0,165.4,107,28.12,196,126,16.66,349.2,110,FALSE
70,0,59.5,103,10.12,257.2,106,21.86,208.3,86,FALSE
88,0,138.3,116,23.51,236,138,20.06,179.1,110,FALSE
55,0,286.7,100,48.74,134.4,121,11.42,192.9,122,FALSE
75,0,117.3,114,19.94,201.1,61,17.09,107.9,82,FALSE
79,21,264.3,79,44.93,202.8,118,17.24,173.4,92,FALSE
85,0,127.9,107,21.74,271.2,124,23.05,202.2,76,FALSE
86,23,225.5,107,38.34,246.3,105,20.94,245.7,81,FALSE
91,0,149,115,25.33,245.3,105,20.85,260,94,FALSE
149,20,198.9,77,33.81,274,88,23.29,190.7,76,FALSE
97,0,256.4,125,43.59,273.9,100,23.28,222.7,101,TRUE
88,0,264.8,124,45.02,245.4,112,20.86,160.5,115,TRUE
60,0,98.2,88,16.69,180.5,69,15.34,223.6,69,FALSE
54,0,159.8,99,27.17,264,64,22.44,115.7,70,FALSE
11,28,190.6,86,32.4,220.1,122,18.71,180.3,80,FALSE
109,0,184,120,31.28,120.4,119,10.23,153.7,86,FALSE
90,0,261.8,128,44.51,220.6,104,18.75,136.6,91,FALSE
115,0,147.9,109,25.14,228.4,117,19.41,299.7,90,FALSE
144,18,106.4,109,18.09,108.1,113,9.19,208.4,111,FALSE
91,0,133.7,75,22.73,195.3,87,16.6,280.5,89,FALSE
105,23,193.5,85,32.9,220.2,90,18.72,272.4,111,FALSE
71,0,178.2,113,30.29,167.8,94,14.26,182.1,111,TRUE
132,36,226.2,103,38.45,181.6,125,15.44,258.8,102,TRUE
112,0,170.4,103,28.97,200.2,71,17.02,258.3,100,FALSE
86,32,70.9,163,12.05,166.7,121,14.17,244.9,105,FALSE
41,34,194.4,63,33.05,254.9,110,21.67,160.2,115,FALSE
44,0,240.3,146,40.85,164.6,83,13.99,240.7,106,FALSE
78,0,75,116,12.75,248.7,87,21.14,176,83,FALSE
149,0,69.1,117,11.75,136.3,100,11.59,181.7,53,FALSE
72,33,96.6,59,16.42,315.4,98,26.81,163.3,117,TRUE
139,20,214.6,101,36.48,235.1,132,19.98,162.8,132,FALSE
74,0,148.5,111,25.25,146.5,42,12.45,289.2,83,FALSE
50,0,258.1,106,43.88,161.4,106,13.72,225.1,110,FALSE
141,23,149.7,112,25.45,162.5,118,13.81,220.3,115,FALSE
140,0,149.8,134,25.47,164.4,98,13.97,294.7,124,FALSE
99,0,190.4,102,32.37,158.1,107,13.44,271.5,92,FALSE
166,0,181.4,108,30.84,253.8,54,21.57,112.3,94,FALSE
124,0,151.1,123,25.69,187.4,104,15.93,255.4,93,FALSE
74,0,155.7,116,26.47,173.7,63,14.76,257.4,97,FALSE
117,0,149.9,95,25.48,256.1,110,21.77,212.7,92,FALSE
85,0,222.3,132,37.79,231.5,101,19.68,223.5,75,FALSE
36,16,149.4,111,25.4,131.8,113,11.2,132.7,87,FALSE
102,0,233.8,103,39.75,221.6,131,18.84,146.9,106,FALSE
76,0,204.2,100,34.71,292.6,139,24.87,244.3,105,FALSE
165,0,242.9,126,41.29,209.8,65,17.83,228.4,126,FALSE
130,0,150.4,119,25.57,230.5,99,19.59,186.3,76,FALSE
78,0,208.9,119,35.51,252.4,132,21.45,280.2,120,FALSE
55,0,191.9,91,32.62,256.1,110,21.77,203.7,101,TRUE
92,0,130.7,113,22.22,260.6,122,22.15,244.2,98,TRUE
129,33,119.6,104,20.33,278.7,88,23.69,263.4,175,FALSE
18,0,273.6,93,46.51,114.6,116,9.74,250.6,120,FALSE
161,0,156.1,114,26.54,180.3,63,15.33,179.6,115,FALSE
93,36,178.7,134,30.38,178.6,102,15.18,126.8,82,FALSE
144,0,177.5,93,30.18,287.4,75,24.43,180.5,118,FALSE
75,0,211.3,61,35.92,105.6,119,8.98,175.9,63,TRUE
95,0,175.2,91,29.78,244.4,109,20.77,75.8,95,FALSE
126,23,114.3,102,19.43,190.3,103,16.18,240.4,111,FALSE
124,28,251.4,104,42.74,225.1,89,19.13,251.9,121,FALSE
93,0,216.9,61,36.87,207.4,120,17.63,221.7,110,TRUE
109,26,217.2,138,36.92,145.5,111,12.37,280.7,76,FALSE
80,0,206.3,97,35.07,154.9,98,13.17,263.6,82,FALSE
41,0,159.3,66,27.08,125.9,75,10.7,261.9,76,FALSE
136,31,143.1,88,24.33,236.6,65,20.11,227.8,120,FALSE
92,0,154,122,26.18,329.8,88,28.03,288,117,TRUE
143,24,186.6,69,31.72,222,116,18.87,234.9,138,FALSE
118,26,170.8,114,29.04,199.5,125,16.96,169.7,98,TRUE
193,17,124,102,21.08,202.9,81,17.25,205.1,129,FALSE
73,0,198.3,94,33.71,279.3,101,23.74,146.2,87,FALSE
62,0,172.8,101,29.38,204.8,97,17.41,240.8,90,FALSE
30,30,217.4,74,36.96,213.8,86,18.17,227.2,104,FALSE
60,29,265.9,113,45.2,215.8,94,18.34,108.1,82,TRUE
148,14,93.6,137,15.91,193.8,72,16.47,144.9,84,FALSE
96,0,98.2,100,16.69,307.2,88,26.11,182.5,120,FALSE
52,0,214.7,68,36.5,158.6,138,13.48,123.4,114,FALSE
87,0,168.2,92,28.59,224.7,100,19.1,169.5,99,FALSE
41,0,202.9,97,34.49,153.8,104,13.07,113.5,92,FALSE
112,0,261.4,108,44.44,154.5,102,13.13,130.9,90,FALSE
88,0,73.3,86,12.46,161.4,82,13.72,239.6,76,TRUE
122,27,253.7,84,43.13,229.2,109,19.48,190.5,123,FALSE
61,0,45,108,7.65,151.3,74,12.86,152.9,94,FALSE
87,0,231.3,105,39.32,171.7,108,14.59,67.7,136,FALSE
176,0,47.4,125,8.06,167.8,90,14.26,163.1,107,FALSE
30,0,227.4,88,38.66,182.5,100,15.51,191.7,134,FALSE
95,22,40.9,126,6.95,133.4,90,11.34,264.2,91,FALSE
46,0,124.8,133,21.22,157.3,143,13.37,199.3,72,FALSE
100,0,68.5,110,11.65,337.1,115,28.65,205.2,99,FALSE
47,37,163.5,77,27.8,203.1,102,17.26,232,87,FALSE
77,0,163,112,27.71,219.1,89,18.62,233.4,66,FALSE
98,38,213.7,61,36.33,253,104,21.51,207.7,73,FALSE
125,36,201.3,117,34.22,42.2,78,3.59,125.7,104,FALSE
67,0,310.4,97,52.77,66.5,123,5.65,246.5,99,FALSE
194,0,48.4,101,8.23,281.1,138,23.89,218.5,87,FALSE
128,40,171.2,88,29.1,145.7,109,12.38,196.8,93,FALSE
190,22,166.5,93,28.31,183,92,15.56,121,102,FALSE
165,0,216.6,126,36.82,190.8,104,16.22,224.7,123,FALSE
59,0,107.8,113,18.33,216.6,125,18.41,217.5,92,FALSE
47,28,141.3,94,24.02,168,108,14.28,113.5,84,FALSE
150,29,209.9,77,35.68,158,52,13.43,141.9,113,FALSE
152,20,237.5,120,40.38,253.4,94,21.54,265.2,80,TRUE
26,0,234.5,109,39.87,216.5,129,18.4,191.6,94,FALSE
79,31,103.1,90,17.53,243,135,20.66,76.4,92,FALSE
95,27,129.5,106,22.02,248.9,90,21.16,268,115,FALSE
69,0,279.8,90,47.57,248.7,91,21.14,171,118,TRUE
95,41,136.8,91,23.26,200.8,61,17.07,133.7,67,TRUE
31,31,100.1,54,17.02,246.3,97,20.94,255,131,FALSE
121,31,237.1,63,40.31,205.6,117,17.48,196.7,85,FALSE
111,0,172.8,58,29.38,183.1,108,15.56,158.8,104,TRUE
157,0,224.5,111,38.17,200.7,99,17.06,116.6,118,FALSE
44,0,288.1,112,48.98,258,92,21.93,192.4,90,TRUE
61,0,78.2,103,13.29,195.9,149,16.65,108,100,FALSE
65,0,148.7,80,25.28,259,94,22.02,149.5,107,FALSE
74,25,194.6,84,33.08,119.9,103,10.19,175.5,75,FALSE
123,0,159.5,77,27.12,303.8,92,25.82,226.9,120,FALSE
58,20,194.5,110,33.07,213.7,89,18.16,236.6,92,FALSE
74,0,174.1,96,29.6,251.1,94,21.34,257.6,123,TRUE
125,0,131.8,97,22.41,136.7,100,11.62,308.2,119,FALSE
80,0,160.6,103,27.3,237,109,20.15,245.1,88,FALSE
53,18,146.8,107,24.96,310,84,26.35,178.7,130,FALSE
99,28,200.7,88,34.12,264.2,116,22.46,172.7,102,FALSE
99,0,145.6,106,24.75,98.3,106,8.36,230.8,83,FALSE
66,29,229.4,104,39,257.4,84,21.88,231.5,119,FALSE
97,0,211,76,35.87,189,100,16.07,123,102,FALSE
75,37,121.5,97,20.66,271.4,110,23.07,248.7,97,FALSE
85,0,216,73,36.72,188.2,117,16,147.1,98,FALSE
108,0,293,88,49.81,160.6,101,13.65,143.9,87,FALSE
133,32,221.1,137,37.59,264.9,99,22.52,168.9,108,TRUE
51,0,181.5,108,30.86,196.9,87,16.74,187.2,119,FALSE
186,26,74.3,107,12.63,177.3,116,15.07,296.3,90,FALSE
44,0,62.3,92,10.59,275,82,23.38,138.7,108,FALSE
64,31,228.6,88,38.86,248.5,109,21.12,167.1,124,FALSE
44,0,228.1,121,38.78,276.5,79,23.5,279.8,77,TRUE
114,36,309.9,90,52.68,200.3,89,17.03,183.5,105,FALSE
92,0,201.9,74,34.32,226.8,119,19.28,217.5,80,FALSE
110,0,149.8,112,25.47,180,93,15.3,140,119,FALSE
90,30,183.8,76,31.25,229.7,95,19.52,144.1,124,FALSE
72,21,186.7,108,31.74,335,86,28.48,187.2,119,FALSE
113,0,209.4,151,35.6,347.3,113,29.52,246,116,TRUE
171,25,223.2,77,37.94,183.2,118,15.57,150.8,90,FALSE
104,0,164.2,109,27.91,155.4,90,13.21,168.9,117,FALSE
165,0,150.5,75,25.59,193.1,93,16.41,311.6,93,FALSE
104,0,234.2,128,39.81,293.1,92,24.91,183.9,79,TRUE
110,0,55.3,102,9.4,164.7,124,14,200.7,108,FALSE
90,0,221.8,97,37.71,203.8,134,17.32,215.8,154,FALSE
114,0,169.6,85,28.83,58.9,86,5.01,179.3,124,FALSE
101,0,89.7,118,15.25,260.1,79,22.11,170.1,93,TRUE
117,14,80.2,81,13.63,219,103,18.62,122.6,102,FALSE
109,0,218.9,105,37.21,299.9,87,25.49,158.6,110,FALSE
82,0,125.7,96,21.37,207.6,137,17.65,183.1,103,FALSE
92,0,176.3,85,29.97,93.4,125,7.94,207.2,107,FALSE
82,29,207.2,111,35.22,254.1,137,21.6,169.3,92,FALSE
90,0,205.7,138,34.97,161.9,83,13.76,269.7,104,FALSE
87,28,151.4,95,25.74,152.4,97,12.95,250.1,109,FALSE
124,0,157.5,70,26.78,130.7,79,11.11,193.4,98,FALSE
39,0,160.4,68,27.27,102.6,103,8.72,235.3,106,FALSE
84,0,159,80,27.03,167.9,128,14.27,167.6,101,FALSE
75,46,214.1,62,36.4,200.9,111,17.08,246.8,126,FALSE
102,0,102.6,89,17.44,246,77,20.91,170.5,140,FALSE
62,0,159.7,86,27.15,197.5,76,16.79,121.6,105,TRUE
143,0,202.8,109,34.48,165.8,104,14.09,143.9,71,FALSE
53,0,57.5,95,9.78,265.5,131,22.57,244.3,128,FALSE
30,0,169.9,144,28.88,225.2,118,19.14,169.7,93,FALSE
112,0,335.5,77,57.04,212.5,109,18.06,265,132,TRUE
129,0,139.5,119,23.72,289.3,105,24.59,129.4,97,FALSE
63,29,142.3,107,24.19,118.7,56,10.09,240.1,91,FALSE
28,0,187.8,94,31.93,248.6,86,21.13,208.8,124,FALSE
111,0,146.2,55,24.85,261.5,83,22.23,163.2,116,FALSE
91,0,231.8,120,39.41,150.6,106,12.8,269.2,129,FALSE
90,0,193.7,83,32.93,154.2,79,13.11,299,60,FALSE
151,0,156.4,108,26.59,233.4,118,19.84,195.7,141,FALSE
105,29,220.7,82,37.52,217.7,110,18.5,190.5,100,TRUE
41,37,239.8,110,40.77,221.9,115,18.86,189.1,100,FALSE
48,43,172,111,29.24,200.2,64,17.02,233.1,96,FALSE
166,35,128.2,138,21.79,274.5,113,23.33,298.9,130,FALSE
79,0,130.2,119,22.13,290.9,121,24.73,194.8,140,FALSE
153,0,195.4,107,33.22,154.6,96,13.14,142.8,97,FALSE
110,0,293.3,79,49.86,188.5,90,16.02,266.9,91,TRUE
163,0,191.3,89,32.52,193.9,87,16.48,268.4,121,FALSE
126,0,122.4,88,20.81,143.8,111,12.22,157,106,FALSE
105,33,209.6,68,35.63,146.9,140,12.49,121,131,FALSE
172,0,215.7,140,36.67,146.3,84,12.44,264.6,83,FALSE
126,0,161.4,110,27.44,220.6,125,18.75,249.2,78,FALSE
97,0,144.2,91,24.51,226.7,137,19.27,144.6,72,FALSE
95,37,220.2,109,37.43,185.3,99,15.75,205.1,82,TRUE
87,0,256.2,105,43.55,160.7,102,13.66,249.4,80,FALSE
97,0,112.7,119,19.16,217.7,109,18.5,152.1,76,FALSE
76,0,299.5,125,50.92,226.7,92,19.27,210.7,134,TRUE
140,0,194.8,107,33.12,170.9,99,14.53,225.1,93,FALSE
169,0,100.8,112,17.14,230,69,19.55,193.6,95,FALSE
68,22,82.5,97,14.03,289.9,94,24.64,180,114,FALSE
122,34,146.4,104,24.89,89.7,103,7.62,220,91,FALSE
36,0,177.9,129,30.24,224.6,87,19.09,306.3,102,FALSE
120,27,153.5,84,26.1,194,73,16.49,256.5,94,FALSE
121,0,150.7,105,25.62,197.3,133,16.77,169,116,FALSE
64,19,180.1,106,30.62,127.5,92,10.84,237.4,118,FALSE
13,31,265.3,94,45.1,147.6,95,12.55,259.3,117,FALSE
106,0,128.6,83,21.86,134,114,11.39,210.6,113,FALSE
88,0,161.5,92,27.46,173.5,108,14.75,206.2,95,FALSE
74,0,165.3,120,28.1,198.5,106,16.87,208.5,102,FALSE
83,0,195,92,33.15,210.5,83,17.89,180.6,92,FALSE
49,0,213.8,79,36.35,265.1,93,22.53,239.8,128,FALSE
111,24,205.5,114,34.94,219.3,99,18.64,215.9,95,FALSE
50,22,252.9,112,42.99,177.9,99,15.12,158.4,146,FALSE
153,28,235.6,74,40.05,227.9,37,19.37,170.3,103,FALSE
88,0,192,91,32.64,127.6,127,10.85,155.6,125,FALSE
131,39,69.1,122,11.75,101.3,136,8.61,104.8,94,FALSE
79,0,261.7,97,44.49,210.6,48,17.9,256.7,83,TRUE
140,0,235.5,81,40.04,257.2,130,21.86,103.1,111,FALSE
105,0,213.4,100,36.28,204.9,52,17.42,179.7,93,FALSE
54,39,206.9,143,35.17,127.8,72,10.86,199.2,120,FALSE
87,22,263.8,65,44.85,103.4,115,8.79,208.1,109,FALSE
96,31,183.4,126,31.18,195.5,106,16.62,180.1,93,FALSE
79,0,157.6,85,26.79,194.1,92,16.5,231.5,86,TRUE
55,0,175.6,147,29.85,161.8,118,13.75,289.5,55,FALSE
130,0,242.5,101,41.23,102.8,114,8.74,142.4,89,FALSE
34,0,151,102,25.67,131.4,101,11.17,186.6,86,FALSE
139,0,138.1,103,23.48,164.5,100,13.98,134.9,63,FALSE
109,0,264.7,69,45,305,120,25.93,197.4,86,TRUE
65,31,282.3,70,47.99,152,89,12.92,225.5,93,FALSE
63,0,211.2,80,35.9,237.7,93,20.2,259.2,58,FALSE
152,0,197.1,126,33.51,130.1,76,11.06,78.1,100,FALSE
147,0,205.3,95,34.9,166.7,128,14.17,240.6,84,FALSE
112,22,181.8,110,30.91,228.1,123,19.39,262.7,141,FALSE
120,0,252,120,42.84,150.2,106,12.77,151.8,96,FALSE
27,0,193.8,102,32.95,118.9,104,10.11,135.9,124,FALSE
171,0,231.2,135,39.3,188.7,74,16.04,206.9,124,FALSE
101,33,200.1,108,34.02,188.9,122,16.06,205.1,90,FALSE
32,26,266.7,109,45.34,232.3,107,19.75,212.8,98,FALSE
3,36,118.1,117,20.08,221.5,125,18.83,103.9,89,FALSE
151,0,175.3,106,29.8,144.3,87,12.27,160.2,88,FALSE
60,0,125.1,99,21.27,248.8,62,21.15,211.3,79,FALSE
119,0,176.8,90,30.06,224.7,81,19.1,204.6,77,FALSE
43,0,241.9,101,41.12,129.4,121,11,264.8,104,FALSE
42,0,241.2,134,41,116.5,114,9.9,152.2,91,FALSE
84,0,217.1,99,36.91,236,68,20.06,118.3,120,FALSE
65,0,195.4,110,33.22,181.2,109,15.4,178.5,105,FALSE
75,0,222.4,78,37.81,327,111,27.8,208,104,TRUE
116,0,189.5,90,32.22,189.8,118,16.13,205.8,83,FALSE
107,0,123.1,100,20.93,158.4,82,13.46,256.1,82,FALSE
189,38,256.7,98,43.64,150.5,120,12.79,123,87,FALSE
123,0,159.1,94,27.05,241.6,119,20.54,202.4,120,FALSE
110,0,100.1,90,17.02,233.3,93,19.83,204.4,57,FALSE
63,32,30.9,113,5.25,187,113,15.9,230.8,101,FALSE
176,0,223.2,76,37.94,214.4,131,18.22,154.4,80,FALSE
108,0,187.4,101,31.86,199.9,126,16.99,216.1,107,FALSE
13,21,315.6,105,53.65,208.9,71,17.76,260.1,123,FALSE
71,0,277.5,104,47.18,131.8,121,11.2,126.9,101,FALSE
88,0,189.8,111,32.27,197.3,101,16.77,234.5,111,FALSE
137,0,147.2,119,25.02,192.8,91,16.39,172.7,105,FALSE
82,0,185.8,36,31.59,276.5,134,23.5,192.1,104,FALSE
92,29,155.4,110,26.42,188.5,104,16.02,254.9,118,FALSE
165,0,154.2,91,26.21,268.6,108,22.83,188.8,99,FALSE
96,0,97.6,98,16.59,105.5,118,8.97,220.2,105,FALSE
156,0,178.8,94,30.4,178.4,97,15.16,169.2,77,FALSE
63,0,149.3,104,25.38,273.6,75,23.26,206.6,72,FALSE
37,0,206,89,35.02,186,88,15.81,307.1,86,FALSE
98,0,216.8,86,36.86,190.8,114,16.22,187.5,79,FALSE
121,0,103.3,110,17.56,129.1,82,10.97,167.1,113,FALSE
94,0,139.4,95,23.7,159.1,92,13.52,128.2,129,FALSE
99,0,191.2,110,32.5,163.9,102,13.93,243.6,114,FALSE
163,23,160,104,27.2,189.4,64,16.1,229.9,118,FALSE
161,0,221.7,95,37.69,193,82,16.41,194.1,113,FALSE
99,0,62.9,81,10.69,231,64,19.64,168.9,121,FALSE
108,0,215.6,78,36.65,195.3,119,16.6,194.4,65,FALSE
84,42,165.3,97,28.1,223.5,118,19,260.8,72,FALSE
83,32,94.7,111,16.1,154.4,98,13.12,200.4,109,FALSE
139,0,203.2,81,34.54,152.5,99,12.96,197.8,76,FALSE
69,0,195.3,70,33.2,216.7,108,18.42,259.9,119,FALSE
129,0,143.7,114,24.43,297.8,98,25.31,212.6,86,FALSE
106,0,114.4,104,19.45,78.3,101,6.66,232.7,78,FALSE
158,0,222.8,101,37.88,203,128,17.26,210.6,106,FALSE
168,22,175.9,70,29.9,211.7,105,17.99,174.5,81,FALSE
115,0,249.9,95,42.48,242.5,104,20.61,151.7,121,TRUE
57,30,234.5,130,39.87,195.2,116,16.59,268.8,94,FALSE
67,0,210.7,116,35.82,219.2,86,18.63,179.7,83,FALSE
127,0,182.3,124,30.99,169.9,110,14.44,184,116,FALSE
78,0,190.3,88,32.35,194.5,89,16.53,256.5,109,FALSE
100,38,177.1,88,30.11,163.7,108,13.91,242.7,72,FALSE
103,36,87.2,92,14.82,169.3,110,14.39,166.7,80,TRUE
113,0,215.6,96,36.65,193.4,127,16.44,105.4,115,FALSE
78,0,137.4,109,23.36,237.6,49,20.2,206.7,136,FALSE
129,36,192.8,103,32.78,177,83,15.05,216.5,118,FALSE
57,0,149.3,100,25.38,200.2,110,17.02,231.7,101,FALSE
82,0,143.7,116,24.43,170.7,99,14.51,287.7,95,FALSE
64,0,224.8,111,38.22,190,101,16.15,221.4,110,FALSE
86,39,261.2,122,44.4,214.2,101,18.21,154.9,101,FALSE
151,26,196.5,98,33.41,175.8,111,14.94,221.8,124,FALSE
94,0,271.2,105,46.1,202.6,105,17.22,221.6,51,TRUE
90,0,207.2,121,35.22,292.5,104,24.86,226.3,103,FALSE
48,0,300.4,94,51.07,133.2,103,11.32,197.4,94,FALSE
85,37,229.6,123,39.03,132.3,90,11.25,211.9,76,FALSE
93,20,187.5,110,31.88,169.8,94,14.43,175.3,127,FALSE
169,0,57.1,98,9.71,199.7,78,16.97,274.7,103,FALSE
68,0,162.1,86,27.56,155,86,13.18,189.7,87,TRUE
91,0,145,89,24.65,175.8,102,14.94,223.7,151,TRUE
68,0,159.5,123,27.12,240.8,93,20.47,210.3,76,FALSE
101,0,190.7,72,32.42,208.6,103,17.73,203.8,111,FALSE
67,20,230.6,40,39.2,189.1,58,16.07,162.2,115,FALSE
66,0,34,133,5.78,278.6,61,23.68,129.6,120,FALSE
116,17,193.4,112,32.88,240.6,131,20.45,248.1,98,FALSE
158,0,202,126,34.34,163.5,86,13.9,195.4,84,FALSE
78,0,191.7,122,32.59,241.4,88,20.52,203.5,86,FALSE
119,26,161.3,97,27.42,250.3,110,21.28,142.4,92,FALSE
120,0,150.6,85,25.6,119,128,10.12,232.9,123,FALSE
155,0,184.6,102,31.38,196,117,16.66,226.5,122,FALSE
106,0,220.7,120,37.52,270.2,95,22.97,121.6,113,FALSE
87,0,167.3,119,28.44,198.5,119,16.87,133.1,88,FALSE
146,32,154,80,26.18,185.5,91,15.77,148.2,107,FALSE
101,29,121.1,116,20.59,186.4,100,15.84,241.7,75,FALSE
22,23,182.1,94,30.96,164.6,59,13.99,128.8,102,FALSE
90,0,109.6,88,18.63,137.6,108,11.7,159.7,121,FALSE
41,0,209.9,105,35.68,121.9,105,10.36,253.7,104,FALSE
69,0,167.5,76,28.48,242.1,92,20.58,101.2,103,FALSE
33,0,213.9,88,36.36,239.8,119,20.38,148.7,71,FALSE
112,0,115.8,108,19.69,243.3,111,20.68,184.6,78,FALSE
108,30,276.6,99,47.02,220.1,113,18.71,177.9,95,FALSE
136,21,179.4,88,30.5,181.1,97,15.39,320.7,120,FALSE
128,0,187.3,84,31.84,270.8,95,23.02,206.4,68,FALSE
27,0,201.2,128,34.2,227.2,100,19.31,145.8,91,FALSE
161,0,189.6,78,32.23,267.4,117,22.73,184.5,137,FALSE
33,35,186.8,124,31.76,261,69,22.19,317.8,103,FALSE
120,31,153.5,83,26.1,219.1,96,18.62,237.4,76,FALSE
113,0,187.6,97,31.89,208.2,118,17.7,158.9,101,FALSE
122,0,230.9,132,39.25,243.2,99,20.67,182.4,57,TRUE
148,26,244.9,150,41.63,118,138,10.03,236,91,FALSE
74,0,230.9,93,39.25,223,78,18.96,157.8,101,FALSE
106,0,187.1,104,31.81,250.2,117,21.27,144.9,81,FALSE
179,0,170.7,54,29.02,191.1,108,16.24,214.6,107,FALSE
149,28,126.9,97,21.57,166.9,102,14.19,145.2,77,TRUE
77,0,189.5,112,32.22,207,95,17.6,214.1,91,FALSE
127,0,176.9,110,30.07,167.9,100,14.27,182.2,138,TRUE
80,0,161.1,99,27.39,198.8,81,16.9,228.4,116,FALSE
106,0,169.4,107,28.8,197.2,71,16.76,202.2,79,FALSE
61,20,254.4,133,43.25,161.7,96,13.74,251.4,91,FALSE
135,24,127.7,54,21.71,215,105,18.28,234.3,84,FALSE
115,26,170.5,107,28.99,217.2,77,18.46,225.7,71,FALSE
167,0,219.1,100,37.25,242.9,90,20.65,168.9,101,FALSE
107,0,273.5,104,46.5,183.8,68,15.62,153.8,67,FALSE
112,0,161.9,138,27.52,200.9,114,17.08,134,134,FALSE
35,27,241.7,87,41.09,142,101,12.07,288.9,68,FALSE
103,0,62.8,124,10.68,170.4,66,14.48,280.2,78,FALSE
107,22,281.1,83,47.79,143.7,130,12.21,239.4,128,FALSE
69,0,228.2,70,38.79,263.7,80,22.41,142.6,60,FALSE
85,0,209.8,82,35.67,194.5,94,16.53,200.4,85,FALSE
24,0,265.6,86,45.15,208.8,102,17.75,182.5,105,TRUE
90,0,214.9,97,36.53,117.8,117,10.01,133.7,78,FALSE
137,0,110.5,79,18.79,223.2,111,18.97,169.5,64,FALSE
92,45,281.1,88,47.79,198,103,16.83,94.3,76,FALSE
38,0,137.8,86,23.43,286.3,76,24.34,167,77,FALSE
69,33,271.5,98,46.16,253.4,102,21.54,165.4,85,TRUE
45,0,112.8,108,19.18,218.8,120,18.6,240.2,106,FALSE
73,0,187.3,118,31.84,239.7,90,20.37,167.5,108,FALSE
92,0,197,84,33.49,269.3,105,22.89,158.9,105,FALSE
113,32,180.4,89,30.67,129.4,124,11,166.9,124,FALSE
68,0,148.5,126,25.25,219.4,125,18.65,198.5,121,TRUE
135,22,197.1,113,33.51,259.4,95,22.05,134.7,135,FALSE
100,26,153.7,115,26.13,137.8,146,11.71,213.5,104,FALSE
96,27,261.3,96,44.42,220.9,101,18.78,179.4,97,FALSE
108,0,246.2,102,41.85,202.4,134,17.2,180.1,95,FALSE
84,0,191,88,32.47,318.8,119,27.1,247.3,79,FALSE
134,0,208.3,86,35.41,253.6,89,21.56,291,86,FALSE
72,0,253,73,43.01,219.3,78,18.64,210.8,89,FALSE
83,0,202.3,87,34.39,201.5,111,17.13,101.7,82,FALSE
137,0,174.4,120,29.65,156.3,98,13.29,136.5,121,FALSE
