x,y,cld,dtr,frs,pre,tmn,tmp,elevation,X5_Ct_2010_Da,X5_Bf_2010_Da,lumpy
105.75,68.75,63.9,7.4,31,14.5,-33.7,-30,161,5.864011305,0.000177071,0
106.25,68.75,63.9,7.5,31,16.5,-34.4,-30.6,161,5.924077693,0.000133301,0
106.75,68.75,65.2,7.4,31,18.5,-33.9,-30.2,158,6.007854543,0.000148583,0
107.25,68.75,66.4,7.4,31,18.9,-34.1,-30.4,158,1.189984871,0.000142661,0
107.75,68.75,66.4,7.3,31,19.2,-34.4,-30.7,158,1.270946556,0.000320817,0
108.25,68.75,67.7,7.4,31,17.8,-34.6,-30.9,159,1.1672702,0.000219597,0
108.75,68.75,68.9,7.3,31,19.6,-34.7,-31,158,1.495567156,0.000140896,0
109.25,68.75,69,7.2,31,18.1,-34.5,-30.9,162,0.846546033,0.000355257,0
109.75,68.75,70.3,7.3,31,18.3,-35.3,-31.6,167,0.874758317,0.000140683,0
110.25,68.75,70.4,7.2,31,18.4,-35.6,-32,166,1.130835039,0.000145492,0
110.75,68.75,71.6,7.2,31,18.5,-35.9,-32.3,158,0.982246773,0.000183283,0
111.25,68.75,71.6,7.2,31,16.8,-36.3,-32.7,169,1.126784887,0.000173035,0
111.75,68.75,73,7.1,31,16.9,-36.3,-32.7,166,1.096203521,0.000151747,0
112.25,68.75,73.1,7,31,15.6,-36.7,-33.2,157,0.833990248,0.000201505,0
112.75,68.75,74.5,7.3,31,14.9,-37,-33.3,164,0.819897286,0.000218488,0
113.25,68.75,77.2,7.3,31,14.7,-36.8,-33.1,159,0.7551886,0.000150143,0
113.75,68.75,77.3,7.3,31,14.6,-36.7,-33,162,0.731992849,0.000148719,0
114.25,68.75,78.6,7.3,31,16.2,-36.9,-33.2,161,0.831715503,0.0001494,0
114.75,68.75,78.7,7.4,31,16.2,-36.9,-33.2,158,1.373374879,9.94E-05,0
115.25,68.75,78.8,7.3,31,16.2,-36.9,-33.2,159,0.759646515,0.000163257,0
115.75,68.75,77.5,7.2,31,14.8,-36.9,-33.3,162,1.027046148,0.000145071,0
116.25,68.75,76.4,7.2,31,16.7,-37,-33.4,159,0.9832592,0.000109141,0
116.75,68.75,74.4,7.1,31,16.9,-37.2,-33.6,159,1.0215794,0.000158692,0
117.25,68.75,73.2,7,31,15.5,-37,-33.5,157,0.910189597,0.000156243,0
117.75,68.75,72,7,31,14,-37.5,-34,151,1.328907281,0.00014095,0
118.25,68.75,70.8,6.8,31,14.3,-37.3,-33.9,152,1.09284159,0.0001276,0
118.75,68.75,68.4,6.7,31,14.5,-37.6,-34.2,169,0.854172119,0.000134162,0
119.25,68.75,67.1,6.8,31,14.6,-38,-34.6,164,0.661628377,0.000174285,0
119.75,68.75,66,6.7,31,14.7,-38,-34.6,165,0.787412657,0.00013431,0
120.25,68.75,66,6.6,31,14.8,-38.2,-34.9,156,1.064734758,0.000159099,0
120.75,68.75,64.8,6.4,31,14.8,-38,-34.8,160,0.980686369,0.000130821,0
121.25,68.75,63.6,6.3,31,14.8,-38.1,-34.9,152,1.268720595,0.000197265,0
121.75,68.75,63.7,6.1,31,14.9,-38.1,-35,158,1.302652809,0.000159595,0
122.25,68.75,63.8,5.9,31,18.7,-37.9,-34.9,153,1.1819938,0.000127233,0
122.75,68.75,63.8,5.9,31,16.8,-38.3,-35.3,155,1.364264299,0.000154546,0
123.25,68.75,62.6,5.7,31,18.7,-38.3,-35.4,150,1.780299639,0.00018177,0
123.75,68.75,62.6,5.7,31,18.6,-38.5,-35.6,148,2.215836831,0.000637763,0
124.25,68.75,62.7,5.7,31,20.4,-39,-36.1,148,1.630547021,0.00040189,0
124.75,68.75,62.8,5.8,31,20.2,-39.7,-36.8,161,1.663762013,0.000186733,0
125.25,68.75,62.9,5.9,31,19.8,-40.5,-37.5,165,1.088815601,0.000211897,0
125.75,68.75,63,5.8,31,19.4,-40.8,-37.9,158,1.260545073,0.000117389,0
126.25,68.75,63,5.8,31,17.2,-41.4,-38.5,150,1.388518361,0.000258837,0
126.75,68.75,62.2,6.2,31,16.7,-43.2,-40.1,136,1.336749001,0.000156287,0
127.25,68.75,62.2,6.4,31,14.5,-44.7,-41.5,159,1.235895413,0.000146831,0
127.75,68.75,60.9,6.6,31,14,-46.4,-43.1,182,1.354538303,0.000312274,0
128.25,68.75,60.9,6.8,31,12,-47.7,-44.3,171,2.069520955,0.001649097,0
128.75,68.75,59.7,7.3,31,8.7,-50.5,-46.8,196,3.053577578,0.002919912,0
129.25,68.75,59.8,7.1,31,8.3,-49.2,-45.6,158,1.559491953,0.000272704,0
129.75,68.75,59.8,6.9,31,11,-48.4,-44.9,171,1.463677343,0.000273326,0
130.25,68.75,58.5,6.7,31,9.5,-47.5,-44.1,173,1.028696078,0.000344569,0
130.75,68.75,57.3,6.4,31,10.8,-46.2,-43,176,1.386351571,0.000189304,0
131.25,68.75,56,6.4,31,9.3,-46.1,-42.9,162,2.707671909,0.000248943,0
131.75,68.75,54.7,6.5,31,9.2,-47.1,-43.8,172,1.388004236,0.000260017,0
132.25,68.75,53.4,6.4,31,9,-47,-43.8,175,1.498963153,0.00017152,0
132.75,68.75,53.4,6.3,31,8.9,-46.5,-43.3,160,2.884769569,0.000188274,0
133.25,68.75,52.2,6.3,31,8.8,-46.7,-43.5,151,3.798275481,0.000270502,0
133.75,68.75,50.9,6.3,31,7.5,-46.8,-43.6,163,2.77208736,0.000173398,0
134.25,68.75,50.9,6.3,31,7.4,-46,-42.8,146,2.705778146,0.000144148,0
134.75,68.75,51,6.4,31,7.4,-46.4,-43.2,162,2.753365097,0.000154978,0
135.25,68.75,51,6.6,31,6.2,-47.3,-44,175,1.588539675,0.000182962,0
135.75,68.75,51,6.7,31,6.1,-47.4,-44,166,1.891770199,0.00020232,0
136.25,68.75,53.6,6.6,31,6.1,-46.8,-43.5,145,2.933274507,0.00025675,0
136.75,68.75,52.5,6.7,31,7.3,-46.9,-43.5,173,1.787724783,0.000165345,0
137.25,68.75,52.6,6.9,31,6.1,-48.2,-44.7,171,1.666222341,0.000139542,0
137.75,68.75,52.6,7.2,31,4.8,-49,-45.4,181,1.084462063,0.000176987,0
138.25,68.75,52.7,7.3,31,4.8,-49.3,-45.6,180,1.247475111,0.000241073,0
138.75,68.75,52.7,7.1,31,6,-47.6,-44,176,1.545332097,0.000281335,0
139.25,68.75,52.7,7.2,31,6,-47.6,-44,176,1.139109737,0.000190165,0
139.75,68.75,52.7,7.4,31,4.8,-48.5,-44.8,174,1.20228292,0.000239967,0
140.25,68.75,53.9,7.4,31,6,-47.3,-43.6,181,1.720366652,0.000379725,0
140.75,68.75,55.2,7.1,31,6,-45.8,-42.2,164,1.88054095,0.000259734,0
141.25,68.75,55.3,7.3,31,7.3,-45.3,-41.6,184,2.022985682,0.00016322,0
141.75,68.75,55.5,7.3,31,8.6,-44.7,-41,166,2.248542766,0.000195357,0
142.25,68.75,57,7.2,31,8.7,-43.6,-40,152,1.99733717,0.000142233,0
142.75,68.75,58.5,7.1,31,9.9,-42.6,-39,146,2.076953208,0.000114235,0
143.25,68.75,59.9,7.2,31,11.1,-41.9,-38.3,149,2.492995149,0.000566016,0
143.75,68.75,60.1,7.3,31,12.2,-41.4,-37.7,152,1.670328635,0.000187451,0
144.25,68.75,61.6,7.3,31,13.4,-40.8,-37.1,153,1.730660807,0.000241386,0
144.75,68.75,63,7.4,31,13.4,-40.2,-36.5,148,2.524413117,0.000439377,0
145.25,68.75,64.5,7.4,31,15.8,-39.5,-35.8,150,1.919519539,0.000976179,0
145.75,68.75,65.8,7.5,31,16.9,-38.9,-35.1,149,1.304364182,0.001082241,0
146.25,68.75,67.3,7.6,31,15.6,-38.3,-34.5,148,1.826054616,0.000851795,0
146.75,68.75,69.8,7.6,31,16.7,-37.7,-33.9,146,2.128414235,0.002900947,0
147.25,68.75,71,7.6,31,17.8,-37.2,-33.4,151,1.216781819,0.000733712,0
147.75,68.75,73.5,7.7,31,17.6,-36.9,-33,152,1.217235138,0.000374592,0
148.25,68.75,74.7,7.8,31,17.5,-36.5,-32.6,149,1.486874235,0.000981545,0
148.75,68.75,77.1,8,31,18.5,-36.6,-32.6,152,2.496823118,0.000331825,0
149.25,68.75,79.5,8.1,31,18.3,-36.7,-32.6,147,1.915177479,0.000576073,0
149.75,68.75,81.8,8.1,31,18.1,-36.7,-32.6,151,1.745386915,0.000437741,0
150.25,68.75,84.1,8.2,31,17,-36.8,-32.7,147,1.76023086,0.000765629,0
150.75,68.75,85.1,8.3,31,18,-37,-32.8,148,1.872432532,0.00053752,0
151.25,68.75,86.1,8.5,31,17.9,-37.2,-32.9,146,2.597510898,0.001263069,0
151.75,68.75,85.9,8.4,31,17.6,-37.2,-33,148,1.993741848,0.000961886,0
152.25,68.75,86.9,8.5,31,18.4,-37.3,-33,147,0,0.001953741,0
152.75,68.75,86.6,8.6,31,18.1,-37.3,-33,158,1.927643478,0.000163903,0
153.25,68.75,86.4,8.6,31,17.7,-37.3,-33,146,1.915548478,0.001116622,0
153.75,68.75,85,8.7,31,17.2,-37.3,-32.9,145,2.873259573,0.003295453,0
154.25,68.75,84.8,8.7,31,16.5,-37.1,-32.7,147,2.475301697,0.003170589,0
154.75,68.75,83.3,8.8,31,14.7,-37.1,-32.7,147,0,0.004211595,0
155.25,68.75,83.2,8.8,31,13.8,-36.8,-32.4,149,2.753762326,0.002308133,0
155.75,68.75,81.9,8.9,31,12.9,-36.7,-32.2,148,2.154852944,0.003037435,0
156.25,68.75,81.7,8.9,31,11.5,-36.5,-32,149,2.165801144,0.001390975,0
156.75,68.75,80.2,8.8,31,11.1,-36.2,-31.8,149,2.236574593,0.000571176,0
157.25,68.75,80,8.9,31,10.9,-36.1,-31.6,150,2.24020818,0.001097984,0
157.75,68.75,78.5,8.8,31,11,-35.7,-31.3,144,2.060195436,0.00217681,0
158.25,68.75,78.3,8.9,31,11.2,-35.5,-31,147,2.458300539,0.005157065,0
158.75,68.75,76.7,8.8,31,11,-35.1,-30.7,145,0,0.00475038,0
159.25,68.75,76.4,8.9,31,9.8,-34.9,-30.4,147,2.422590494,0,0
159.75,68.75,76,8.8,31,9.3,-34.5,-30.1,145,2.362229364,0.101939426,0
160.25,68.75,74.5,8.7,31,8.8,-34.2,-29.8,145,2.57143057,0.006696695,0
160.75,68.75,74.2,8.8,31,8.4,-33.8,-29.4,147,2.510552352,0.004963018,0
161.75,68.75,72.5,8.8,31,8,-33.4,-29,149,4.818208219,0.000143557,0
162.25,68.75,71.3,8.9,31,7,-34.2,-29.7,155,4.414355992,0.000153277,0
162.75,68.75,71.4,9,31,6.6,-34.5,-30,164,0,0.000173442,0
163.25,68.75,70.2,9,31,6.2,-33.7,-29.2,156,0,0.000155152,0
163.75,68.75,70.4,9,31,6,-33.1,-28.6,157,0,0.000150348,0
164.25,68.75,70.5,9,31,5.8,-33.4,-28.9,164,0,0.00014043,0
164.75,68.75,69.6,9.3,31,5.3,-34.6,-29.9,143,0,0.000201957,0
165.25,68.75,69.8,9.5,31,5.3,-35.3,-30.5,183,0,0.000425292,0
165.75,68.75,70.1,9.3,31,5.8,-33.8,-29.1,167,0,0.000290194,0
166.25,68.75,70.3,9.5,31,6,-34.3,-29.5,163,0,0.000335601,0
166.75,68.75,70.6,9.6,31,6.3,-34.3,-29.5,173,0,0.000299759,0
167.25,68.75,70.8,9.5,31,7.2,-33.7,-28.9,163,0,0.000251952,0
167.75,68.75,71,9.4,31,8.2,-32.9,-28.2,168,0,0.00034055,0
168.25,68.75,71.1,9.5,31,9.1,-32.6,-27.8,161,0,0.000669932,0
168.75,68.75,71.2,9.6,31,9.4,-32.8,-28,162,0,0.000631632,0
169.25,68.75,71.3,9.4,31,10.4,-31.6,-26.9,157,0,0.000546204,0
169.75,68.75,72.5,9.3,31,11.6,-30.9,-26.2,150,0,0.000899996,0
170.25,68.75,71.2,9.3,31,11.6,-30.8,-26.1,150,0,0.000623306,0
170.75,68.75,71.1,9.3,31,12.2,-30.7,-26,145,0,0.123986483,0
171.25,68.75,70.8,9.3,31,14.4,-30.6,-25.9,149,0,0.004638755,0
171.75,68.75,70.5,9.2,31,15.3,-30.3,-25.7,144,0,0.002935215,0
172.25,68.75,68.9,9.3,31,15.3,-30.7,-26,151,0,0.000523483,0
172.75,68.75,68.6,9.4,31,16.2,-31.1,-26.4,155,0,0.000398802,0
173.25,68.75,67.1,9.5,31,17.6,-31.6,-26.8,170,0,0.00042756,0
173.75,68.75,66.9,9.4,31,19.1,-31,-26.3,163,0,0.00016303,0
174.25,68.75,65.3,9.3,31,19.8,-31.1,-26.4,162,0,0.000228264,0
174.75,68.75,65.1,9.3,31,20.5,-31.4,-26.7,172,0,0.000346024,0
175.25,68.75,64.9,9.3,31,21.1,-31.1,-26.4,164,0,0.000241682,0
175.75,68.75,63.6,9.4,31,20.6,-31.9,-27.2,133,0,0.000386022,0
176.25,68.75,62.2,9.3,31,22.1,-31.7,-27,194,0,0.00059092,0
176.75,68.75,62.1,9.3,31,22.6,-32.1,-27.4,186,0,0.000581783,0
177.25,68.75,62.1,9.1,31,24.1,-31.1,-26.5,185,0,0.000729672,0
177.75,68.75,62.1,9,31,26.6,-30.6,-26.1,167,0,0.001391497,0
178.25,68.75,60.9,8.8,31,27.8,-30.2,-25.8,180,0,0.000572233,0
178.75,68.75,61,8.6,31,29.1,-29,-24.7,166,0,0.000926772,0
179.25,68.75,61.1,8.5,31,30.3,-28.8,-24.5,179,0,0.001682324,0
179.75,68.75,61.3,8.3,31,31.6,-28,-23.8,166,0,0.001445144,0
-179.75,68.25,83.7,8.8,31,32.4,-26.7,-22.3,178,0,0.002393021,0
-179.25,68.25,82.8,8.4,31,36.5,-25.7,-21.5,156,0,0.00170534,0
-178.75,68.25,83.1,8.1,31,40.6,-24.7,-20.6,140,0,0.001832746,0
-178.25,68.25,84.6,7.9,31,42.3,-23.9,-19.9,152,0,0.001596428,0
-177.75,68.25,83.8,7.7,31,46.2,-23,-19.1,145,0,0.190546156,0
28.75,68.25,78.4,9.9,31,32.4,-19.2,-14.2,153,0.008724682,1.93E-05,0
29.25,68.25,78.2,9.3,31,45.7,-19,-14.3,152,0.031036971,0.000231279,0
29.75,68.25,78,8.9,31,48.1,-17.9,-13.4,154,0.015254697,0.000468139,0
30.25,68.25,78,8.4,31,45.2,-16.4,-12.2,160,0.003536795,0.000126309,0
30.75,68.25,80.4,8.1,31,53.4,-16.3,-12.2,161,0.005921629,1.48E-05,0
31.25,68.25,84.4,7.8,31,56.2,-15.9,-12,173,0.016943501,0,0
31.75,68.25,82.8,7.5,31,55.6,-16,-12.2,167,0,0,0
32.25,68.25,85.1,7.4,31,57.3,-16.2,-12.5,155,0.013748046,1.60E-05,0
32.75,68.25,86.1,7.3,31,48.7,-15.8,-12.1,154,1.347665349,3.14E-05,0
33.25,68.25,87.1,7.2,31,48,-15.8,-12.2,156,21.73199506,0.000309843,0
33.75,68.25,86.6,7.1,31,52,-16.4,-12.8,162,0.014144766,4.84E-05,0
34.25,68.25,87.4,7.1,31,48.2,-16.2,-12.6,161,0.003468166,3.62E-05,0
34.75,68.25,88.2,7.1,31,46.8,-16.2,-12.6,164,0.003173548,7.13E-05,0
35.25,68.25,89.6,6.9,31,46.2,-16.2,-12.7,159,0.009629338,0.001444742,0
35.75,68.25,89.7,6.9,31,46.8,-16.4,-12.9,158,0.010040275,0.000254033,0
36.25,68.25,90.9,6.9,31,53.8,-17.1,-13.6,156,0.008202255,0,0
36.75,68.25,92,7,31,52.7,-17.4,-13.9,166,0.004575405,0.000317885,0
37.25,68.25,91.8,6.9,31,53.5,-17.7,-14.2,159,0.004898985,0.000323322,0
37.75,68.25,92.8,7,31,49,-17.8,-14.3,158,0.003671373,0.00024007,0
38.25,68.25,93.7,6.9,31,44.7,-17.8,-14.3,160,0.006247013,0.000348658,0
38.75,68.25,93.3,7,31,40.8,-17.8,-14.3,150,0.010530942,0.000230735,0
44.25,68.25,92,7.9,31,32.5,-21.2,-17.2,150,0.244442488,0.000992114,0
44.75,68.25,91.2,7.9,31,32.4,-21.7,-17.7,153,0.199235635,0.001966223,0
45.25,68.25,90.3,7.9,31,30.5,-22,-18,160,0.150198934,0.002337325,0
45.75,68.25,90.5,8.1,31,29.6,-22.2,-18.1,152,0.175427983,0.000609336,0
50.75,68.25,81.8,7.9,31,28.6,-22.3,-18.3,149,0.090065913,0.000301424,0
51.25,68.25,81.8,7.9,31,28.1,-22.3,-18.3,151,0.091872372,0.000765807,0
51.75,68.25,81.9,7.9,31,27.6,-22.2,-18.2,148,0.059746812,0.000278927,0
52.25,68.25,82,8,31,28.7,-21.8,-17.8,147,0.096131441,0.001309109,0
52.75,68.25,82,8,31,26.6,-21.7,-17.7,152,0.069613489,0.000448771,0
53.25,68.25,82.1,8,31,27.1,-21.7,-17.7,144,0.119163641,0,0
54.25,68.25,81,7.8,31,25.8,-21.8,-17.9,147,0.047164288,0.020740301,0
55.25,68.25,79.6,7.8,31,25.4,-22.2,-18.3,152,0.02891231,0.00086457,0
55.75,68.25,79.5,7.7,31,25.7,-22.4,-18.5,148,0.024882355,0.000622425,0
56.25,68.25,78.2,7.7,31,25.3,-22.8,-18.9,151,0.016715681,0.000460083,0
56.75,68.25,76.7,7.7,31,24.9,-22.9,-19,147,0.024350819,0.000873498,0
57.25,68.25,76.5,7.9,31,24,-22.9,-18.9,147,0.018126099,0.000533482,0
57.75,68.25,75,8,31,24,-23.2,-19.2,158,0.01503856,0.000385978,0
58.25,68.25,73.4,8,31,23.2,-23.6,-19.6,156,0.017499784,0.000477897,0
58.75,68.25,73,8,31,22.7,-23.7,-19.7,157,0.014725863,0.000262487,0
59.25,68.25,72.6,8,31,21.6,-23.4,-19.4,150,0.022610965,0.000540861,0
59.75,68.25,72.2,7.9,31,21.4,-23.4,-19.4,149,0.023868713,0.000535186,0
60.25,68.25,73.1,7.9,31,20.5,-23.9,-19.9,148,0.022890153,0.000939899,0
60.75,68.25,74.1,7.7,31,19.7,-24,-20.1,152,0.017760894,0.00025483,0
61.25,68.25,75.5,7.7,31,19,-24.2,-20.3,157,0.014637447,0.000346861,0
61.75,68.25,78.1,7.5,31,18.3,-24.4,-20.6,153,0.018261289,0.000348055,0
62.25,68.25,80.6,7.2,31,17.7,-24.1,-20.5,155,0.014183344,0.000581435,0
62.75,68.25,81.8,7,31,18,-24.1,-20.6,146,0.019630171,0.000602559,0
63.25,68.25,84.3,6.9,31,16.7,-24.8,-21.3,159,0.017673147,0.000373771,0
63.75,68.25,86.8,6.7,31,17.1,-24.8,-21.4,154,0.039356684,0.000585666,0
64.25,68.25,89.2,6.5,31,16.5,-24.5,-21.2,158,0.012277197,0.000370283,0
64.75,68.25,91.5,6.3,31,15.8,-24.6,-21.4,157,1.315719909,0.000776139,0
65.25,68.25,93.9,6,31,15.1,-24.5,-21.5,149,0.710200067,0.000395281,0
65.75,68.25,93.8,6.1,31,13.6,-26.7,-23.6,165,0.031799236,0.000329739,0
66.25,68.25,95,6,31,13.7,-27,-24,181,0.021029327,0.001282065,0
66.75,68.25,96.1,5.6,31,13.9,-25.9,-23.1,160,0.013055338,0.000943486,0
67.25,68.25,97.4,5.4,31,15,-24.7,-22,156,0.004077224,0.001010752,0
67.75,68.25,97.4,5.3,31,15.2,-24.6,-21.9,150,0.002048421,0.000484384,0
68.25,68.25,96,5.3,31,15.4,-24.2,-21.5,144,0.013066275,0.151999279,0
68.75,68.25,95.9,5.3,31,16.6,-24.2,-21.5,145,0.003173423,0.002680995,0
69.25,68.25,94.6,5.6,31,16.8,-24.4,-21.6,145,0.002106363,0.007201379,0
69.75,68.25,93.1,5.7,31,17.9,-24.4,-21.5,147,0.003080266,0.001532649,0
70.25,68.25,93,5.9,31,19.2,-24.6,-21.6,147,0.005089701,0.00121082,0
70.75,68.25,91.6,6.1,31,20.4,-24.7,-21.6,150,0.004728881,0.001027814,0
71.25,68.25,90.1,6.3,31,21.6,-24.9,-21.7,146,0.004623789,0.001542779,0
71.75,68.25,91.2,6.4,31,21.9,-24.9,-21.7,145,0.006440119,0.002399743,0
72.25,68.25,89.6,6.5,31,23,-24.8,-21.5,150,0.00535073,0.00220782,0
72.75,68.25,88.2,6.6,31,24.1,-24.8,-21.5,149,0.002761339,0.002187315,0
74.75,68.25,87.3,7.1,31,27.6,-25.5,-21.9,151,0.002588344,0.002710986,0
75.25,68.25,87.3,7.1,31,26.7,-25.4,-21.8,150,0.004077954,0.003064965,0
75.75,68.25,88.4,7.1,31,27.9,-25.4,-21.8,148,0.003170499,0.002215271,0
76.25,68.25,88.4,7.1,31,28.2,-25.4,-21.8,145,0.00255897,0.007917415,0
76.75,68.25,88.4,7,31,29.4,-25.4,-21.9,147,0.003623748,0.007880731,0
77.25,68.25,88.4,6.9,31,31.7,-25.3,-21.8,147,0.005896292,0.00665728,0
78.25,68.25,87.2,6.9,31,31.9,-25.4,-21.9,147,0.003484961,0.005213696,0
78.75,68.25,87.2,6.8,31,33,-25.4,-22,145,0.003777733,0.007800597,0
79.25,68.25,87.3,6.7,31,33.1,-25.6,-22.2,147,0.002763775,0.010968936,0
79.75,68.25,86,6.6,31,34.4,-25.3,-22,146,0.003389837,0.004118438,0
80.25,68.25,86.1,6.5,31,35.6,-25.2,-21.9,146,0.002441036,0.003343093,0
80.75,68.25,84.9,6.5,31,35.8,-25.3,-22,148,0.004972461,0.002904588,0
81.25,68.25,85,6.4,31,37.1,-25.5,-22.3,147,0.002815513,0.00239108,0
81.75,68.25,85.2,6.4,31,37.2,-25.7,-22.5,154,0.00325239,0.0022529,0
82.25,68.25,84.1,6.3,31,37.3,-25.8,-22.6,150,0.003660663,0.001515404,0
82.75,68.25,84.4,6.4,31,38.4,-26.1,-22.9,147,3.55910652,0.001338351,0
83.25,68.25,84.6,6.3,31,37.5,-26,-22.8,149,6.680730283,0.001553076,0
83.75,68.25,84.9,6.3,31,37.6,-26.2,-23,147,6.204623784,0.001927293,0
84.25,68.25,86.4,6.2,31,38.6,-26.4,-23.3,154,6.883280339,0.001642399,0
84.75,68.25,85.3,6.3,31,39.4,-26.8,-23.6,153,6.68756445,0.001264898,0
85.25,68.25,85.6,6.2,31,39,-27.1,-24,158,6.659933377,0.001230973,0
85.75,68.25,85.8,6.2,31,37.2,-27.2,-24.1,154,7.210804846,0.000548512,0
86.25,68.25,85.9,6.1,31,37.4,-27.1,-24,149,9.032739222,0.001047701,0
86.75,68.25,86.1,6.2,31,35.4,-27.6,-24.5,149,11.10938673,0.000734894,0
87.25,68.25,85,6.2,31,33.7,-28.1,-25,152,10.59370302,0.000502772,0
87.75,68.25,85.1,6.3,31,32.2,-29,-25.8,149,22.28072174,0.000892883,0
88.25,68.25,85.1,6.2,31,31.8,-28.6,-25.5,149,20.46963392,0.000924128,0
88.75,68.25,83.8,6.2,31,30.7,-28.7,-25.6,147,0,0,0
89.25,68.25,83.8,6.2,31,29.7,-28.8,-25.7,155,0,0,0
89.75,68.25,82.5,6.4,31,30.6,-29.9,-26.7,155,11.88378848,0.000128666,0
90.25,68.25,81.1,6.3,31,29.6,-30.3,-27.1,151,0,0.000243506,0
90.75,68.25,79.8,6.6,31,28.5,-31.5,-28.2,176,7.105879997,0.000289763,0
91.25,68.25,80.9,6.7,31,26.4,-32.4,-29,179,6.952839317,0.000296075,0
91.75,68.25,78.2,6.8,31,25.1,-32.9,-29.5,163,7.369654232,0.001598145,0
92.25,68.25,76.7,6.9,31,24.6,-34,-30.5,175,9.170527176,0.004015871,0
92.75,68.25,76.3,7,31,23.1,-33.9,-30.4,129,0,0,0
93.25,68.25,74.6,7.2,31,19.9,-35.3,-31.7,183,7.945350577,0.002402522,0
93.75,68.25,74.2,7.3,31,20.2,-35.5,-31.8,188,7.645699531,0.000924728,0
94.25,68.25,72.6,7.3,31,18,-35.4,-31.7,182,5.964296751,0.000432904,0
94.75,68.25,71,7.6,31,17.5,-36.6,-32.8,166,8.299991025,0.00105153,0
95.25,68.25,69.4,7.6,31,16.4,-36.5,-32.7,170,8.237487985,0.00054695,0
95.75,68.25,69.2,7.8,31,15.4,-37,-33.1,190,8.300772183,0.002396139,0
96.25,68.25,67.7,7.9,31,14.7,-37.1,-33.1,167,6.303402329,0.000152541,0
96.75,68.25,67.5,8.1,31,14,-37.8,-33.7,173,6.968742336,0.000875384,0
97.25,68.25,66.2,7.9,31,13.4,-37.7,-33.7,178,5.775662921,0.000249136,0
97.75,68.25,66,7.9,31,13.7,-37.4,-33.4,189,5.11742965,0.000230012,0
98.25,68.25,64.6,7.9,31,13.2,-37.2,-33.2,153,5.549953406,0.000212803,0
98.75,68.25,64.5,7.9,31,12.8,-37.5,-33.5,174,6.079647903,0.000132702,0
99.25,68.25,63.2,7.9,31,12.4,-37.9,-33.9,190,5.980325926,0.000343449,0
99.75,68.25,63.2,8,31,11.9,-38.2,-34.2,184,7.727800926,0.001437434,0
100.25,68.25,63.1,7.8,31,12.3,-36.9,-33,167,4.426522149,0.000155842,0
100.75,68.25,63.1,7.7,31,11.7,-36.1,-32.2,158,4.042090295,9.51E-05,0
101.25,68.25,63.2,7.8,31,12,-35.8,-31.9,172,5.025193501,9.42E-05,0
101.75,68.25,61.9,7.9,31,11.2,-35.8,-31.8,162,5.048488922,0.000133234,0
102.25,68.25,61.9,7.8,31,10.2,-34.9,-31,162,6.305944684,0.000102552,0
102.75,68.25,61.8,7.7,31,10.4,-34.7,-30.8,159,6.166438548,0.000106542,0
103.25,68.25,63.1,7.7,31,10.7,-34.7,-30.8,158,7.455307319,0.000120214,0
103.75,68.25,63,7.7,31,10.8,-35.1,-31.2,160,5.847636364,0.00012942,0
104.25,68.25,62.9,7.7,31,12.1,-34.7,-30.8,160,6.359158881,0.000146473,0
104.75,68.25,62.9,7.6,31,12.5,-34.3,-30.5,169,4.930784514,0.000159287,0
105.25,68.25,64.1,7.7,31,13,-34.3,-30.4,171,5.874255837,0.000146999,0
105.75,68.25,64.1,7.6,31,13.6,-34.8,-31,167,5.378099216,0.000171736,0
106.25,68.25,65.3,7.6,31,12.8,-34.7,-30.9,169,4.508284911,0.000202607,0
106.75,68.25,66.5,7.6,31,14.6,-34.5,-30.7,169,5.011400724,0.000147238,0
107.25,68.25,66.6,7.5,31,15,-34.5,-30.7,166,0.989534279,0.000341885,0
107.75,68.25,67.9,7.4,31,16.8,-34.2,-30.5,160,1.167676737,0.000204034,0
108.25,68.25,69.1,7.5,31,15.7,-34.8,-31,165,1.138944577,0.000147909,0
108.75,68.25,69.1,7.3,31,17.4,-34.6,-30.9,162,1.121203225,0.000208214,0
109.25,68.25,70.4,7.3,31,17.7,-34.9,-31.2,166,0.864692978,0.000398017,0
109.75,68.25,71.7,7.4,31,16.3,-35,-31.3,155,1.553765063,0.00020708,0
110.25,68.25,71.7,7.4,31,16.3,-35.3,-31.6,165,1.331186932,0.000123007,0
110.75,68.25,73.1,7.4,31,16.3,-35.6,-31.9,168,1.168000062,0.000281519,0
111.25,68.25,74.3,7.5,31,16.2,-36.3,-32.5,168,1.031946608,0.000250715,0
111.75,68.25,74.5,7.3,31,14.5,-36.1,-32.4,170,0.89739351,0.000194172,0
112.25,68.25,75.9,7.3,31,14.3,-36,-32.3,150,1.594011551,8.36E-05,0
112.75,68.25,77.2,7.5,31,13,-36.5,-32.7,166,1.049256313,0.000188334,0
113.25,68.25,78.6,7.5,31,14.5,-36.5,-32.7,171,1.260480913,0.000176949,0
113.75,68.25,79.9,7.5,31,14.6,-36.6,-32.8,163,1.099666158,0.000204535,0
114.25,68.25,80.7,7.5,31,14.8,-36.7,-32.9,158,1.315501008,0.000123681,0
114.75,68.25,80.7,7.4,31,14.9,-36.3,-32.6,157,1.154856242,0.000160895,0
